table_name,role,expected_row_count,actual_row_count,row_count_ok,expected_sha256,actual_sha256,sha256_ok,exists,status,message
prediction_grid_daily_hydrocore.csv,future_prediction_grid_x_only,52594,52594,True,3ba36c79ad53b14e6b9d08e699bb995a9f694d4ffe75d4565126fb84cec4767b,3ba36c79ad53b14e6b9d08e699bb995a9f694d4ffe75d4565126fb84cec4767b,True,True,ok,Verified against frozen gold contract.
prediction_grid_daily_with_basin_context.csv,future_prediction_grid_x_only,52594,52594,True,7e6d0800f6c99ba0a486cf1d8ef2d0bb705e3973121b0466b152976802211bc4,7e6d0800f6c99ba0a486cf1d8ef2d0bb705e3973121b0466b152976802211bc4,True,True,ok,Verified against frozen gold contract.
basin_attributes_curated.csv,basin_attribute_long,240,240,True,6e4d18f8acd58f90a1563b89692e7030fa0464ce7ebdd6a38a4691538a27b171,6e4d18f8acd58f90a1563b89692e7030fa0464ce7ebdd6a38a4691538a27b171,True,True,ok,Verified against frozen gold contract.
basin_attributes_curated_wide.csv,basin_attribute_wide,6,6,True,17d4197092bb423ba23a4451521ead9b8416212d4daadc173dd871548b0d9d77,17d4197092bb423ba23a4451521ead9b8416212d4daadc173dd871548b0d9d77,True,True,ok,Verified against frozen gold contract.
basin_context_gold.csv,basin_context,6,6,True,9910dd6e37df1034e572ae11f468727e1024f7cd398b38ee0e8b6521a5a6e96d,9910dd6e37df1034e572ae11f468727e1024f7cd398b38ee0e8b6521a5a6e96d,True,True,ok,Verified against frozen gold contract.
daily_discharge_gold.csv,daily_discharge,154370,154370,True,a351eb43849fda32881890beb77ba84ed74e8b99f382e9cfe38b527b74ac4908,a351eb43849fda32881890beb77ba84ed74e8b99f382e9cfe38b527b74ac4908,True,True,ok,Verified against frozen gold contract.
daily_hydroclimate_gold.csv,daily_hydroclimate,52726,52726,True,26722d1cfef703b353a13ffd2ff5209c5e5a073290ff1a09223beb09af7b55fe,26722d1cfef703b353a13ffd2ff5209c5e5a073290ff1a09223beb09af7b55fe,True,True,ok,Verified against frozen gold contract.
optical_timeseries_gold.csv,optical_time_series,142058,142058,True,93e647e53c4fe6668d3a8b7f7477138b2ed3d809bb7f8b9eedb3173e51e07e62,93e647e53c4fe6668d3a8b7f7477138b2ed3d809bb7f8b9eedb3173e51e07e62,True,True,ok,Verified against frozen gold contract.
lab_optical_proxy_gold.csv,lab_optical_mechanism_only,882,882,True,4db6f16f4ee980fe7e7292f73bae780932a0d0c14ba20dee5fd1b69bea986139,4db6f16f4ee980fe7e7292f73bae780932a0d0c14ba20dee5fd1b69bea986139,True,True,ok,Verified against frozen gold contract.
roi_catalog_gold.csv,roi_metadata,39,39,True,a466966920441f6befbb307bf6d9c746d0d30189a3508a6a72b962a197ade00f,a466966920441f6befbb307bf6d9c746d0d30189a3508a6a72b962a197ade00f,True,True,ok,Verified against frozen gold contract.
